,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,
0,0,5.31762e-63,-2.43647e-59,2.57259e-55,6.63018e-52,5.31489e-49,2.12484e-46,5.09897e-44,8.14195e-42,9.2472e-40,7.82954e-38,5.11851e-36,2.65509e-34,1.11699e-32,3.8803e-31,1.13e-29,2.79433e-28,5.9332e-27,1.09231e-25,1.75868e-24,2.49551e-23,3.14248e-22,3.53397e-21,3.56969e-20,3.25594e-19,2.6948e-18,2.03311e-17,1.40419e-16,8.91371e-16,5.22018e-15,2.83041e-14,1.42563e-13,6.69182e-13,2.93615e-12,1.20771e-11,4.66975e-11,1.70183e-10,5.86035e-10,1.91144e-09,5.91874e-09,1.74377e-08,4.89841e-08,1.31465e-07,3.37748e-07,8.32168e-07,1.96987e-06,4.48754e-06,9.85444e-06,2.08922e-05,4.28265e-05,8.50029e-05,0.000163584,0.000305629,0.000555059,0.000981042,0.0016894,0.00283755,0.00465341,0.00745834,0.0116941,0.0179529,0.0270097,0.0398547,0.0577233,0.0821225,0.114848,0.157989,0.213924,0.285294,0.374959,0.485938,0.621327,0.784204,0.977515,1.20396,1.46586,1.76504,2.10273,2.47942,2.89485,3.34788,3.83652,4.35788,4.90825,5.48312,6.0773,6.68499,7.29995,7.91562,8.52528,9.12217,9.6997,10.2515,10.7718,11.255,11.6965,12.0921,12.4385,12.7332,12.9742,13.1608,13.2925,13.3699,13.3941,13.3668,13.2901,13.1669,13.0002,12.7933,12.5498,12.2734,11.9679,11.6371,11.2848,10.9146,10.5301,10.1347,9.73163,9.32381,8.91401,8.50474,8.09829,7.69667,7.30169,6.91489,6.53761,6.17098,5.81591,5.47315,5.14326,4.82664,4.52357,4.23419,3.95852,3.6965,3.44796,3.21269,2.99038,2.7807,2.58325,2.39763,2.22339,2.06006,1.90717,1.76425,1.6308,1.50635,1.39042,1.28255,1.18228,1.08916,1.00276,0.922686,0.848523,0.779896,0.716442,0.657815,0.603689,0.553753,0.507712,0.465292,0.426231,0.390285,0.357224,0.326834,0.298912,0.273272,0.249739,0.228148,0.208348,0.190198,0.173566,0.15833,0.144377,0.131603,0.119909,0.109207,0.0994127,0.090449,0.0822446,0.0747334,0.0678541,0.06155,0.0557684,0.0504606,0.0455811,0.0410874,0.0369402,0.0331022,0.0295389,0.0262172,0.0231062,0.0201761,0.0173986,0.0147462,0.0121925,0.00971126,0.00727696,0.00486406,0.00244701,0,
1,0,2.99772e-63,-1.38815e-59,1.48148e-55,3.85964e-52,3.12793e-49,1.26437e-46,3.068e-44,4.95412e-42,5.69045e-40,4.87309e-38,3.22234e-36,1.6908e-34,7.19561e-33,2.52875e-31,7.44995e-30,1.86377e-28,4.00356e-27,7.45661e-26,1.21454e-24,1.74341e-23,2.22079e-22,2.52618e-21,2.58087e-20,2.38071e-19,1.99254e-18,1.51998e-17,1.06131e-16,6.81004e-16,4.03072e-15,2.2084e-14,1.12379e-13,5.3283e-13,2.36101e-12,9.80535e-12,3.82718e-11,1.40762e-10,4.8907e-10,1.6091e-09,5.02477e-09,1.49256e-08,4.22614e-08,1.14296e-07,2.95828e-07,7.34124e-07,1.74983e-06,4.01291e-06,8.86884e-06,1.89189e-05,3.90115e-05,7.7872e-05,0.000150679,0.000282991,0.000516516,0.000917286,0.00158683,0.00267689,0.00440818,0.00709329,0.0111637,0.0172,0.0259652,0.0384373,0.0558413,0.0796758,0.111732,0.154103,0.209174,0.279604,0.368282,0.478262,0.612688,0.774695,0.967291,1.19324,1.45495,1.75429,2.09257,2.47033,2.88735,3.34253,3.83386,4.35846,4.91258,5.49167,6.09045,6.70305,7.32313,7.94401,8.55884,9.16077,9.74307,10.2993,10.8235,11.3101,11.7543,12.1519,12.4996,12.7947,13.0355,13.2211,13.3511,13.426,13.4472,13.4162,13.3355,13.2078,13.0362,12.8242,12.5755,12.2937,11.9828,11.6467,11.2892,10.914,10.5247,10.1248,9.71748,9.30572,8.89232,8.47981,8.07046,7.6663,7.26912,6.88046,6.50166,6.13382,5.77784,5.43444,5.10417,4.78741,4.48442,4.1953,3.92008,3.65865,3.41085,3.17641,2.95505,2.74639,2.55003,2.36555,2.19248,2.03036,1.87869,1.73699,1.60477,1.48154,1.36681,1.26011,1.16099,1.069,0.983701,0.904679,0.831537,0.763893,0.701382,0.643659,0.590396,0.541283,0.496027,0.454352,0.415998,0.380722,0.348294,0.318502,0.291145,0.266036,0.243003,0.221882,0.202524,0.184788,0.168544,0.153672,0.140059,0.127603,0.116208,0.105784,0.096249,0.087528,0.0795502,0.0722506,0.065569,0.0594498,0.0538412,0.0486953,0.0439675,0.0396165,0.0356035,0.0318923,0.028449,0.0252413,0.0222391,0.0194134,0.0167366,0.0141819,0.0117236,0.00933632,0.00699513,0.00467525,0.00235189,0,
2,0,1.67904e-63,-7.85838e-60,8.47746e-56,2.23275e-52,1.82944e-49,7.47734e-47,1.83478e-44,2.99631e-42,3.48093e-40,3.01518e-38,2.01684e-36,1.07055e-34,4.60915e-33,1.63875e-31,4.88461e-30,1.23636e-28,2.68706e-27,5.06348e-26,8.34428e-25,1.2118e-23,1.56161e-22,1.79696e-21,1.85702e-20,1.73259e-19,1.46652e-18,1.13126e-17,7.98649e-17,5.18067e-16,3.09938e-15,1.71613e-14,8.82389e-14,4.22649e-13,1.89154e-12,7.93262e-12,3.12586e-11,1.16041e-10,4.06848e-10,1.35042e-09,4.25327e-09,1.27393e-08,3.63628e-08,9.91134e-08,2.58472e-07,6.4611e-07,1.5509e-06,3.58086e-06,7.96572e-06,1.70992e-05,3.54723e-05,7.12175e-05,0.000138569,0.000261632,0.000479965,0.000856527,0.00148862,0.00252237,0.00417132,0.00673925,0.0106472,0.0164643,0.0249409,0.0370426,0.0539833,0.0772529,0.108638,0.150232,0.20443,0.273908,0.36158,0.470539,0.603977,0.765084,0.956934,1.18236,1.44384,1.74332,2.08216,2.46098,2.87959,3.33691,3.83095,4.35883,4.91675,5.50011,6.10357,6.72116,7.34644,7.97261,8.59272,9.19977,9.78693,10.3476,10.8758,11.3658,11.8127,12.2124,12.5613,12.857,13.0975,13.282,13.4102,13.4827,13.5006,13.466,13.3811,13.2488,13.0723,12.8551,12.601,12.3138,11.9975,11.656,11.2932,10.9129,10.5188,10.1143,9.70269,9.28699,8.86999,8.45422,8.04198,7.6353,7.23594,6.84546,6.46517,6.09615,5.7393,5.3953,5.06469,4.74783,4.44496,4.15615,3.88141,3.62061,3.37357,3.14002,2.91963,2.71202,2.51678,2.33347,2.1616,2.0007,1.85027,1.70982,1.57884,1.45683,1.34331,1.23781,1.13985,1.04899,0.964783,0.886823,0.814703,0.748042,0.686475,0.629655,0.577255,0.528963,0.484489,0.443556,0.405905,0.371295,0.339497,0.310298,0.283501,0.25892,0.236382,0.215727,0.196805,0.179479,0.163618,0.149105,0.135829,0.123687,0.112584,0.102434,0.0931554,0.084673,0.076918,0.0698263,0.0633389,0.057401,0.0519619,0.0469746,0.0423956,0.0381841,0.0343023,0.0307149,0.0273887,0.0242923,0.0213962,0.0186721,0.0160933,0.0136337,0.0112682,0.00897218,0.00672144,0.00449192,0.00225954,0,
3,0,9.34284e-64,-4.41977e-60,4.81985e-56,1.28338e-52,1.06324e-49,4.39438e-47,1.09048e-44,1.80111e-42,2.11644e-40,1.85445e-38,1.25486e-36,6.73873e-35,2.93536e-33,1.05595e-31,3.18464e-30,8.15617e-29,1.79364e-27,3.41995e-26,5.70252e-25,8.37918e-24,1.09249e-22,1.27185e-21,1.32964e-20,1.25486e-19,1.07431e-18,8.38099e-18,5.98304e-17,3.92397e-16,2.37311e-15,1.32809e-14,6.90065e-14,3.33948e-13,1.50972e-12,6.39419e-12,2.54408e-11,9.53375e-11,3.37343e-10,1.12977e-09,3.58935e-09,1.08418e-08,3.12008e-08,8.57195e-08,2.25262e-07,5.67276e-07,1.37143e-06,3.18835e-06,7.13975e-06,1.54242e-05,3.21942e-05,6.50175e-05,0.000127221,0.000241508,0.000445347,0.000798694,0.00139468,0.00237391,0.00394275,0.00639617,0.0101448,0.0157458,0.0239369,0.035671,0.05215,0.0748547,0.105566,0.146379,0.199695,0.268206,0.354855,0.462771,0.595194,0.755371,0.946442,1.17131,1.43253,1.73212,2.0715,2.45137,2.87155,3.33102,3.8278,4.35898,4.92074,5.50844,6.11665,6.73931,7.36988,8.00144,8.62691,9.23918,9.83129,10.3966,10.9288,11.4222,11.8719,12.2736,12.6239,12.92,13.1602,13.3436,13.4699,13.5398,13.5546,13.5161,13.4269,13.2899,13.1083,12.8859,12.6263,12.3336,12.0117,11.6648,11.2967,10.9113,10.5123,10.1032,9.68727,9.2676,8.84698,8.42797,8.01286,7.60366,7.20216,6.80988,6.42813,6.05797,5.70028,5.35573,5.02482,4.70791,4.40518,4.11673,3.84251,3.58239,3.33616,3.10352,2.88413,2.67761,2.48352,2.30139,2.13075,1.9711,1.82193,1.68273,1.553,1.43224,1.31994,1.21563,1.11884,1.02912,0.946016,0.869119,0.798024,0.732347,0.671723,0.615806,0.564266,0.516794,0.473098,0.432904,0.395953,0.362005,0.330832,0.302223,0.275981,0.251922,0.229875,0.209681,0.191191,0.17427,0.158788,0.14463,0.131685,0.119852,0.109039,0.0991584,0.0901312,0.0818836,0.0743475,0.06746,0.0611631,0.055403,0.0501301,0.0452982,0.0408646,0.0367895,0.0330361,0.0295696,0.0263576,0.0233697,0.0205769,0.0179519,0.0154685,0.0131013,0.010826,0.00861865,0.00645575,0.00431396,0.00216991,0,
4,0,5.16404e-64,-2.46937e-60,2.72237e-56,7.32898e-53,6.1396e-50,2.5661e-47,6.44023e-45,1.07591e-42,1.27887e-40,1.1336e-38,7.76049e-37,4.21651e-35,1.8584e-33,6.76461e-32,2.06442e-30,5.35019e-29,1.19061e-27,2.29724e-26,3.87613e-25,5.76325e-24,7.6033e-23,8.95597e-22,9.47273e-21,9.04409e-20,7.83221e-19,6.17998e-18,4.46167e-17,2.95885e-16,1.80914e-15,1.02344e-14,5.37444e-14,2.62812e-13,1.20033e-12,5.13488e-12,2.0631e-11,7.80551e-11,2.78773e-10,9.42122e-10,3.01968e-09,9.19954e-09,2.66953e-08,7.39337e-08,1.95808e-07,4.96825e-07,1.20986e-06,2.8325e-06,6.38579e-06,1.38852e-05,2.91632e-05,5.925e-05,0.000116603,0.000222575,0.000412603,0.000743711,0.00130495,0.00223141,0.00372239,0.00606402,0.00965635,0.0150446,0.0229535,0.0343228,0.0503421,0.072482,0.102518,0.142544,0.194969,0.262501,0.348109,0.454959,0.58634,0.745556,0.935815,1.1601,1.42101,1.72068,2.06059,2.44147,2.86323,3.32486,3.82439,4.35891,4.92457,5.51665,6.12968,6.7575,7.39344,8.03049,8.66143,9.27901,9.87615,10.4461,10.9824,11.4793,11.9319,12.3357,12.6872,12.9837,13.2236,13.4058,13.5302,13.5975,13.6089,13.5666,13.473,13.3311,13.1444,12.9166,12.6515,12.3531,12.0257,11.6732,11.2997,10.9091,10.5052,10.0914,9.67118,9.24753,8.82331,8.40105,7.98307,7.57138,7.16776,6.77371,6.39053,6.01927,5.66078,5.31572,4.98456,4.66763,4.36511,4.07705,3.8034,3.54399,3.29859,3.06691,2.84857,2.64316,2.45023,2.26932,2.09993,1.94155,1.79365,1.65573,1.52727,1.40776,1.2967,1.1936,1.09798,1.0094,0.927401,0.85157,0.781502,0.71681,0.657129,0.602112,0.55143,0.504776,0.461856,0.422397,0.386143,0.352852,0.322299,0.294275,0.268584,0.245043,0.223482,0.203744,0.185682,0.16916,0.154053,0.140245,0.127626,0.116099,0.10557,0.0959555,0.0871759,0.079159,0.0718379,0.0651509,0.0590409,0.0534552,0.048345,0.0436652,0.039374,0.0354323,0.0318042,0.0284557,0.0253552,0.022473,0.019781,0.0172524,0.0148617,0.0125844,0.0103968,0.00827555,0.00619794,0.00414129,0.00208294,0,
5,0,2.83493e-64,-1.37038e-60,1.5274e-56,4.15767e-53,3.52205e-50,1.48876e-47,3.7791e-45,6.38617e-43,7.67909e-41,6.8864e-39,4.76986e-37,2.62229e-35,1.16951e-33,4.30787e-32,1.33042e-30,3.48934e-29,7.85838e-28,1.53447e-26,2.62021e-25,3.94257e-24,5.26348e-23,6.27364e-22,6.71413e-21,6.48564e-20,5.68205e-19,4.53517e-18,3.31159e-17,2.22093e-16,1.37307e-15,7.85269e-15,4.16819e-14,2.05986e-13,9.50561e-13,4.1078e-12,1.66687e-11,6.36774e-11,2.2958e-10,7.8304e-10,2.53235e-09,7.78219e-09,2.27736e-08,6.35899e-08,1.6975e-07,4.34015e-07,1.06474e-06,2.51055e-06,5.69893e-06,1.24738e-05,2.63656e-05,5.38939e-05,0.000106685,0.000204788,0.000381674,0.000691505,0.00121932,0.00209479,0.00351016,0.00574272,0.00918195,0.0143609,0.021991,0.0329984,0.0485601,0.0701359,0.0994946,0.138728,0.190254,0.256794,0.341343,0.447105,0.577416,0.73564,0.925052,1.14871,1.4093,1.70901,2.04941,2.4313,2.85463,3.31842,3.82072,4.3586,4.9282,5.52475,6.14267,6.77572,7.41714,8.05977,8.69627,9.31926,9.92152,10.4961,11.0367,11.5372,11.9926,12.3985,12.7512,13.0483,13.2877,13.4687,13.5911,13.6556,13.6637,13.6174,13.5193,13.3725,13.1805,12.9472,12.6764,12.3724,12.0392,11.6812,11.3022,10.9064,10.4975,10.079,9.65443,9.22679,8.79894,8.37345,7.95261,7.53845,7.13273,6.73695,6.35238,5.98006,5.62081,5.27528,4.94391,4.62702,4.32474,4.03712,3.76407,3.50541,3.2609,3.0302,2.81293,2.60867,2.41695,2.23728,2.06916,1.91206,1.76546,1.62884,1.50166,1.38341,1.27359,1.1717,1.07727,0.989829,0.908942,0.83418,0.765139,0.701432,0.642693,0.588575,0.538751,0.49291,0.450763,0.412036,0.376473,0.343836,0.3139,0.286456,0.261311,0.238283,0.217203,0.197916,0.180276,0.16415,0.149413,0.135949,0.123653,0.112427,0.102178,0.0928248,0.0842886,0.0764985,0.0693886,0.0628984,0.0569717,0.0515569,0.0466062,0.0420753,0.0379232,0.034112,0.0306062,0.0273729,0.0243812,0.021602,0.019008,0.0165732,0.0142728,0.0120828,0.0099803,0.0079427,0.00594787,0.00397382,0.00199859,0,
6,0,1.54554e-64,-7.55276e-61,8.51129e-57,2.34273e-53,2.00698e-50,8.58011e-48,2.20305e-45,3.76602e-43,4.58141e-41,4.15684e-39,2.91334e-37,1.62073e-35,7.31478e-34,2.72679e-32,8.52283e-31,2.26234e-29,5.15671e-28,1.01912e-26,1.76128e-25,2.68218e-24,3.62394e-23,4.37127e-22,4.73402e-21,4.62714e-20,4.10152e-19,3.31182e-18,2.4462e-17,1.65926e-16,1.03736e-15,5.99854e-15,3.21875e-14,1.60772e-13,7.49718e-13,3.27327e-12,1.34164e-11,5.17579e-11,1.88401e-10,6.48608e-10,2.11672e-09,6.56257e-09,1.93697e-08,5.45361e-08,1.46756e-07,3.78152e-07,9.34684e-07,2.21991e-06,5.07448e-06,1.11819e-05,2.37882e-05,4.89282e-05,9.74339e-05,0.000188101,0.000352498,0.000641998,0.00113771,0.00196395,0.00330596,0.00543222,0.00872155,0.0136947,0.0210496,0.0316984,0.0468046,0.0678171,0.096497,0.134934,0.185551,0.251086,0.334558,0.439209,0.568422,0.725622,0.914153,1.13714,1.39737,1.6971,2.03797,2.42084,2.84573,3.31168,3.81677,4.35806,4.93165,5.53271,6.1556,6.79398,7.44097,8.08928,8.73144,9.35995,9.96743,10.5468,11.0916,11.5958,12.0541,12.4621,12.8161,13.1136,13.3526,13.5323,13.6526,13.7144,13.7189,13.6685,13.5658,13.414,13.2167,12.9777,12.7012,12.3914,12.0524,11.6887,11.3042,10.9031,10.4891,10.0659,9.63698,9.20534,8.77387,8.34515,7.92147,7.50487,7.09707,6.69959,6.31367,5.94033,5.58037,5.23441,4.90288,4.58606,4.28407,3.99693,3.72453,3.46667,3.22307,2.99339,2.77723,2.57414,2.38365,2.20526,2.03843,1.88264,1.73736,1.60204,1.47616,1.35918,1.25061,1.14995,1.0567,0.970417,0.890641,0.81695,0.748937,0.686215,0.628418,0.575198,0.526227,0.481197,0.439819,0.40182,0.366946,0.334958,0.305633,0.278766,0.254161,0.231641,0.211037,0.192196,0.174975,0.159239,0.144866,0.131743,0.119765,0.108834,0.0988621,0.0897656,0.0814687,0.0739014,0.066999,0.0607018,0.0549549,0.0497075,0.0449129,0.0405277,0.0365117,0.0328279,0.0294416,0.0263206,0.0234349,0.0207561,0.0182576,0.015914,0.0137013,0.0115962,0.00957638,0.00761993,0.00570538,0.00381144,0.00191681,0,
7,0,8.36666e-65,-4.1336e-61,4.71001e-57,1.311e-53,1.13586e-50,4.91165e-48,1.27571e-45,2.20622e-43,2.71544e-41,2.49297e-39,1.76804e-37,9.95377e-36,4.54653e-34,1.71536e-32,5.42662e-31,1.458e-29,3.36385e-28,6.7291e-27,1.17713e-25,1.81442e-24,2.48128e-23,3.02918e-22,3.32006e-21,3.28393e-20,2.94546e-19,2.40635e-18,1.7981e-17,1.23371e-16,7.80082e-16,4.56141e-15,2.47462e-14,1.24945e-13,5.88856e-13,2.59779e-12,1.07566e-11,4.19115e-11,1.54047e-10,5.35382e-10,1.76338e-09,5.51627e-09,1.64237e-08,4.66332e-08,1.26519e-07,3.28591e-07,8.18409e-07,1.95813e-06,4.50798e-06,1.00017e-05,2.1418e-05,4.43326e-05,8.88198e-05,0.000172472,0.000325016,0.000595114,0.00106002,0.00183878,0.0031097,0.00513244,0.00827514,0.0130461,0.0201294,0.030423,0.0450764,0.0655266,0.0935263,0.131163,0.180864,0.24538,0.327757,0.431273,0.559361,0.715504,0.903118,1.12541,1.38523,1.68494,2.02625,2.41009,2.83653,3.30465,3.81254,4.35727,4.9349,5.54054,6.16848,6.81227,7.46493,8.11903,8.76696,9.40107,10.0139,10.5982,11.1473,11.6551,12.1164,12.5265,12.8818,13.1797,13.4182,13.5966,13.7148,13.7736,13.7746,13.72,13.6125,13.4556,13.2528,13.0081,12.7258,12.41,12.0652,11.6957,11.3056,10.8991,10.4801,10.0522,9.61884,9.18318,8.74809,8.31614,7.88965,7.47061,7.06078,6.66164,6.2744,5.90008,5.53945,5.19311,4.86147,4.54477,4.24312,3.9565,3.68479,3.42776,3.18512,2.9565,2.74148,2.5396,2.35037,2.17326,2.00775,1.8533,1.70934,1.57535,1.45077,1.33509,1.22778,1.12835,1.03629,0.951163,0.872502,0.799883,0.732899,0.671162,0.614305,0.56198,0.513861,0.469639,0.429027,0.391752,0.357561,0.326217,0.2975,0.271203,0.247134,0.225117,0.204985,0.186585,0.169776,0.154425,0.140413,0.127626,0.11596,0.105322,0.0956208,0.0867771,0.0787155,0.071367,0.0646682,0.0585604,0.0529897,0.0479064,0.0432646,0.0390218,0.0351389,0.0315795,0.0283098,0.0252985,0.0225161,0.019935,0.0175294,0.0152745,0.013147,0.0111244,0.00918477,0.00730704,0.00547036,0.00365408,0.00183756,0,
8,0,4.49674e-65,-2.24622e-61,2.58807e-57,7.28513e-54,6.38398e-51,2.79235e-48,7.33699e-46,1.28375e-43,1.59874e-41,1.48525e-39,1.06599e-37,6.07373e-36,2.80792e-34,1.0723e-32,3.43376e-31,9.33879e-30,2.18107e-28,4.41668e-27,7.82109e-26,1.22034e-24,1.68929e-23,2.08747e-22,2.31571e-21,2.31817e-20,2.10416e-19,1.73947e-18,1.31509e-17,9.12811e-17,5.83814e-16,3.45247e-15,1.89393e-14,9.66755e-14,4.60539e-13,2.0532e-12,8.58967e-12,3.38075e-11,1.2549e-10,4.40339e-10,1.46396e-09,4.62145e-09,1.38816e-08,3.97544e-08,1.08755e-07,2.84735e-07,7.14706e-07,1.72288e-06,3.99516e-06,8.92589e-06,1.92427e-05,4.00871e-05,8.08122e-05,0.000157856,0.000299169,0.000550774,0.000986156,0.00171918,0.00292126,0.00484331,0.0078427,0.0124152,0.0192308,0.0291727,0.0433761,0.0632652,0.0905838,0.127416,0.176192,0.239678,0.320942,0.4233,0.550232,0.705286,0.891946,1.1135,1.37288,1.67254,2.01425,2.39904,2.82701,3.29731,3.80802,4.35622,4.93793,5.54822,6.18129,6.8306,7.48901,8.14901,8.80281,9.44264,10.0609,10.6501,11.2036,11.7152,12.1795,12.5917,12.9483,13.2466,13.4846,13.6616,13.7776,13.8334,13.8307,13.7718,13.6595,13.4973,13.2889,13.0384,12.7501,12.4283,12.0776,11.7022,11.3065,10.8946,10.4704,10.0378,9.59998,9.16029,8.72158,8.28642,7.85712,7.43569,7.02385,6.62307,6.23457,5.85931,5.49806,5.15139,4.81967,4.50314,4.20187,3.91583,3.64485,3.3887,3.14705,2.91952,2.70568,2.50504,2.31709,2.14131,1.97714,1.82403,1.68143,1.54877,1.42552,1.31113,1.2051,1.10689,1.01604,0.932071,0.854527,0.782982,0.717027,0.656274,0.600355,0.548924,0.501653,0.458236,0.418385,0.38183,0.348318,0.317615,0.289499,0.263768,0.240231,0.218711,0.199045,0.181081,0.164679,0.14971,0.136052,0.123596,0.112239,0.101887,0.0924539,0.0838588,0.0760283,0.0688947,0.0623956,0.0564735,0.0510755,0.0461528,0.0416605,0.0375571,0.0338042,0.0303663,0.0272104,0.0243059,0.0216241,0.0191382,0.016823,0.0146544,0.0126097,0.010667,0.00880525,0.00700386,0.00524265,0.00350163,0.00176079,0,
9,0,2.39916e-65,-1.21176e-61,1.41188e-57,4.01945e-54,3.56269e-51,1.57639e-48,4.19047e-46,7.41857e-44,9.34879e-42,8.78924e-40,6.3843e-38,3.68179e-36,1.72289e-34,6.66014e-33,2.15899e-31,5.94428e-30,1.40546e-28,2.88131e-27,5.16542e-26,8.15942e-25,1.14343e-23,1.43034e-22,1.60617e-21,1.62747e-20,1.4951e-19,1.25081e-18,9.56897e-18,6.72e-17,4.34792e-16,2.6007e-15,1.44279e-14,7.44659e-14,3.58612e-13,1.61592e-12,6.83122e-12,2.71626e-11,1.01836e-10,3.60836e-10,1.21108e-09,3.85862e-09,1.16947e-08,3.37845e-08,9.32068e-08,2.46029e-07,6.22448e-07,1.51197e-06,3.53197e-06,7.94719e-06,1.725e-05,3.61725e-05,7.33816e-05,0.00014421,0.000274895,0.000508901,0.00091603,0.00160505,0.00274055,0.00456472,0.00742417,0.0118019,0.0183538,0.0279478,0.0417042,0.0610339,0.0876708,0.123694,0.171538,0.23398,0.314114,0.41529,0.541039,0.694968,0.880637,1.10141,1.36032,1.65988,2.00197,2.38768,2.81718,3.28965,3.80321,4.35491,4.94076,5.55576,6.19404,6.84894,7.51323,8.17922,8.83902,9.48468,10.1084,10.7027,11.2608,11.7761,12.2434,12.6578,13.0157,13.3143,13.5518,13.7274,13.8411,13.8938,13.8873,13.8239,13.7067,13.5391,13.325,13.0686,12.7742,12.4463,12.0895,11.7082,11.3068,10.8894,10.4601,10.0226,9.58039,9.13667,8.69433,8.25598,7.82389,7.40009,6.98628,6.5839,6.19417,5.81802,5.4562,5.10924,4.7775,4.46119,4.16035,3.87492,3.60472,3.34948,3.10887,2.88248,2.66984,2.47047,2.28384,2.1094,1.94659,1.79485,1.65361,1.52231,1.40039,1.28732,1.18256,1.0856,0.995953,0.913143,0.836719,0.766249,0.701323,0.641553,0.586571,0.53603,0.489605,0.446989,0.407896,0.372056,0.339219,0.30915,0.281632,0.256461,0.233449,0.212422,0.193217,0.175684,0.159685,0.145091,0.131783,0.119653,0.1086,0.0985311,0.0893605,0.0810097,0.0734063,0.0664837,0.0601805,0.0544404,0.0492116,0.0444461,0.0401001,0.0361329,0.0325069,0.0291876,0.0261428,0.0233424,0.0207586,0.0183654,0.016138,0.0140532,0.0120889,0.0102238,0.00843759,0.0067102,0.00502213,0.00335399,0.00168645,0,
